id,lenght,retweet_count,hashtags,mentions,contains_url,demand_words,offer_words,neg_words,pos_words,n_known_medicines,cluster
19399.0,147.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0
7387.0,145.0,16.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,1.0,2.0
2469.0,117.0,18.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0
2557.0,141.0,43.0,0.0,4.0,0.0,2.0,0.0,7.0,1.0,1.0,2.0
6327.0,111.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,4.0,0.0,2.0
2611.0,142.0,4.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0
19225.0,142.0,2025.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0
4416.0,144.0,28.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0
6489.0,140.0,5.0,0.0,3.0,0.0,2.0,1.0,5.0,0.0,1.0,2.0
17922.0,142.0,16.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0
18929.0,142.0,3.0,1.0,1.0,0.0,3.0,0.0,4.0,3.0,0.0,2.0
20197.0,106.0,3.0,1.0,1.0,0.0,1.0,0.0,5.0,3.0,1.0,2.0
22172.0,143.0,21.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0
1510.0,92.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
3217.0,141.0,44.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,2.0,2.0
19726.0,93.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0
2168.0,139.0,7.0,0.0,2.0,0.0,3.0,0.0,3.0,2.0,1.0,2.0
6931.0,134.0,2.0,0.0,3.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0
6415.0,129.0,2.0,3.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0
2918.0,136.0,28.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0
20067.0,127.0,4.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0
21377.0,142.0,23.0,2.0,2.0,0.0,1.0,0.0,6.0,2.0,1.0,2.0
21800.0,112.0,14.0,0.0,2.0,0.0,5.0,0.0,2.0,3.0,0.0,2.0
1955.0,142.0,22.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,1.0,2.0
2970.0,133.0,56.0,2.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0
19358.0,142.0,4.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0
19635.0,117.0,7.0,2.0,1.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0
2267.0,144.0,11.0,0.0,2.0,0.0,3.0,0.0,5.0,1.0,0.0,2.0
2002.0,143.0,5.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0
15508.0,102.0,5.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0
9076.0,71.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0
16235.0,147.0,13.0,0.0,1.0,0.0,2.0,0.0,7.0,2.0,1.0,2.0
6789.0,153.0,4.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
1478.0,143.0,10.0,1.0,4.0,0.0,1.0,0.0,4.0,2.0,1.0,2.0
6986.0,109.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0
21892.0,107.0,2.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,2.0
5412.0,62.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0
19062.0,121.0,0.0,1.0,1.0,0.0,3.0,0.0,5.0,0.0,1.0,2.0
17816.0,144.0,5.0,1.0,2.0,0.0,2.0,1.0,5.0,1.0,0.0,2.0
6251.0,132.0,6.0,2.0,3.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0
